loan_id,customer_id,loan_amount,loan_intent,interest_rate,loan_term_months,grade,dti_ratio,loan_status,application_date
LOAN-000958,CUST-000647,"$2,036.25",DEBTCONSOLIDATION,15.79,60,D,0.1076,Fully Paid,2023-03-28
LOAN-000959,CUST-000648,"$14,718.24",PERSONAL,12.70,60,C,0.1997,Current,2022-09-02
LOAN-000960,CUST-000649,"$6,061.20",EDUCATION,12.66,36,C,0.3277,Fully Paid,2022-11-10
LOAN-000961,CUST-000649,"$6,440.01",PERSONAL,8.67,36,B,0.2971,Fully Paid,2022-10-10
LOAN-000962,CUST-000650,"$2,100.53",PERSONAL,5.79,60,A,0.1113,Fully Paid,2022-12-13
LOAN-000963,CUST-000651,"$12,186.88",HOMEIMPROVEMENT,12.58,24,C,0.4294,Fully Paid,2023-01-22
LOAN-000964,CUST-000652,"$17,169.18",HOMEIMPROVEMENT,11.42,12,B,0.4966,Late (16-30 days),2022-12-24
LOAN-000965,CUST-000652,"$9,321.16",DEBTCONSOLIDATION,9.20,36,B,0.2997,Fully Paid,2023-03-30
LOAN-000966,CUST-000653,"$6,583.90",PERSONAL,8.37,60,A,0.2612,Fully Paid,2022-05-23
LOAN-000967,CUST-000653,"$5,932.65",HOMEIMPROVEMENT,10.00,24,B,0.1831,Late (16-30 days),2022-06-09
LOAN-000968,CUST-000654,"$12,247.27",EDUCATION,13.30,48,C,0.2652,Fully Paid,2022-08-06
LOAN-000969,CUST-000654,"$6,286.02",EDUCATION,12.48,24,C,0.3239,Late (16-30 days),2022-04-29
LOAN-000970,CUST-000655,"$6,650.72",PERSONAL,16.54,24,D,0.2708,Charged Off / Default,2022-09-29
LOAN-000971,CUST-000656,"$19,345.15",VENTURE,9.75,48,B,0.1562,Fully Paid,2022-11-29
LOAN-000972,CUST-000656,"$2,069.02",MEDICAL,12.40,12,C,0.2050,Current,2023-01-06
LOAN-000973,CUST-000657,"$22,244.98",HOMEIMPROVEMENT,8.83,48,B,0.2629,Fully Paid,2022-11-24
LOAN-000974,CUST-000657,"$15,896.77",MEDICAL,5.50,24,A,0.3654,Fully Paid,2022-12-10
LOAN-000975,CUST-000658,"$3,341.20",EDUCATION,9.69,48,B,0.2145,Fully Paid,2022-08-17
LOAN-000976,CUST-000659,"$11,562.68",DEBTCONSOLIDATION,11.10,48,B,0.2653,Fully Paid,2022-11-27
LOAN-000977,CUST-000659,"$4,370.40",EDUCATION,12.22,12,C,0.2723,Fully Paid,2022-10-01
LOAN-000978,CUST-000660,"$12,318.87",EDUCATION,14.85,12,D,0.4487,Late (16-30 days),2022-08-24
LOAN-000979,CUST-000660,"$11,316.00",HOMEIMPROVEMENT,13.78,60,C,0.2640,Current,2022-10-28
LOAN-000980,CUST-000661,"$11,572.72",DEBTCONSOLIDATION,11.82,36,C,0.2008,Current,2022-07-02
LOAN-000981,CUST-000662,"$3,274.49",PERSONAL,12.06,12,C,0.1462,Current,2022-12-14
LOAN-000982,CUST-000663,"$31,771.08",HOMEIMPROVEMENT,16.14,48,D,0.3252,Current,2023-01-15
LOAN-000983,CUST-000664,"$10,285.68",VENTURE,14.86,36,D,0.3387,Late (31-120 days),2023-01-12
LOAN-000984,CUST-000665,"$12,221.98",DEBTCONSOLIDATION,12.07,36,C,0.2018,Fully Paid,2022-10-04
LOAN-000985,CUST-000666,"$2,102.87",VENTURE,7.34,48,A,0.1820,Late (16-30 days),2022-09-23
LOAN-000986,CUST-000666,"$9,278.17",MEDICAL,10.52,12,B,0.3363,Fully Paid,2022-10-04
LOAN-000987,CUST-000667,"$19,004.66",VENTURE,12.42,36,C,0.2484,Late (16-30 days),2022-11-03
LOAN-000988,CUST-000668,"$2,394.30",EDUCATION,8.88,60,B,0.1150,Fully Paid,2023-04-05
LOAN-000989,CUST-000668,"$16,993.38",DEBTCONSOLIDATION,15.17,12,D,0.5695,Current,2023-04-19
LOAN-000990,CUST-000669,"$8,988.64",EDUCATION,11.89,48,C,0.2357,Current,2022-06-10
LOAN-000991,CUST-000670,"$13,020.76",PERSONAL,13.20,24,C,0.3582,Current,2022-11-30
LOAN-000992,CUST-000670,"$13,741.69",DEBTCONSOLIDATION,11.00,36,B,0.3499,Fully Paid,2022-10-30
LOAN-000993,CUST-000671,"$4,220.18",VENTURE,13.87,12,C,0.1604,Fully Paid,2023-01-07
LOAN-000994,CUST-000671,"$7,367.97",DEBTCONSOLIDATION,10.84,48,B,0.1808,Late (31-120 days),2023-01-12
LOAN-000995,CUST-000672,"$39,548.47",DEBTCONSOLIDATION,8.99,60,B,0.2074,Current,2022-10-21
LOAN-000996,CUST-000673,"$23,074.87",HOMEIMPROVEMENT,16.19,12,D,0.2536,Charged Off / Default,2022-10-22
LOAN-000997,CUST-000674,"$3,867.00",VENTURE,13.52,36,C,0.1525,Late (31-120 days),2022-02-28
LOAN-000998,CUST-000675,"$2,606.59",MEDICAL,11.81,48,C,0.1436,Fully Paid,2022-10-17
LOAN-000999,CUST-000676,"$3,573.04",EDUCATION,10.05,12,B,0.2791,Fully Paid,2023-02-16
LOAN-001000,CUST-000677,"$6,882.37",EDUCATION,10.01,36,B,0.1459,Fully Paid,2022-07-03
LOAN-001001,CUST-000677,"$5,623.96",DEBTCONSOLIDATION,9.55,48,B,0.1175,Fully Paid,2022-05-10
LOAN-001002,CUST-000678,"$7,599.30",PERSONAL,9.29,36,B,0.1907,Current,2022-08-06
LOAN-001003,CUST-000679,"$4,541.96",PERSONAL,9.86,36,B,0.2382,Current,2022-12-18
LOAN-001004,CUST-000679,"$2,312.40",VENTURE,9.99,12,B,0.2541,Fully Paid,2023-03-04
LOAN-001005,CUST-000680,"$13,864.07",EDUCATION,13.96,48,C,0.2099,Current,2022-06-12
LOAN-001006,CUST-000681,"$16,408.25",MEDICAL,9.51,36,B,0.2242,Fully Paid,2023-01-25
LOAN-001007,CUST-000682,"$16,306.85",MEDICAL,8.60,48,B,0.1724,Fully Paid,2022-11-19
LOAN-001008,CUST-000683,"$12,543.35",HOMEIMPROVEMENT,14.93,48,D,0.1193,Late (31-120 days),2022-12-21
LOAN-001009,CUST-000683,"$17,424.94",HOMEIMPROVEMENT,19.24,12,E,0.5086,Current,2022-12-05
LOAN-001010,CUST-000684,"$13,588.05",HOMEIMPROVEMENT,12.58,24,C,0.3706,Fully Paid,2022-08-27
LOAN-001011,CUST-000684,"$3,049.52",DEBTCONSOLIDATION,12.92,48,C,0.1173,Current,2022-10-04
LOAN-001012,CUST-000685,"$19,213.74",PERSONAL,15.65,12,D,0.4305,Fully Paid,2022-11-26
LOAN-001013,CUST-000685,"$14,295.89",MEDICAL,11.02,24,B,0.1579,Fully Paid,2022-11-01
LOAN-001014,CUST-000686,"$8,309.30",DEBTCONSOLIDATION,12.86,60,C,0.0928,Late (31-120 days),2022-09-27
LOAN-001015,CUST-000686,"$12,448.16",VENTURE,16.49,60,D,0.1594,Late (16-30 days),2022-09-17
LOAN-001016,CUST-000687,"$4,279.89",PERSONAL,13.78,48,C,0.2199,Current,2022-10-07
LOAN-001017,CUST-000688,"$3,075.52",HOMEIMPROVEMENT,7.54,60,A,0.0854,Fully Paid,2022-11-19
LOAN-001018,CUST-000689,"$12,241.11",HOMEIMPROVEMENT,13.67,36,C,0.2314,Fully Paid,2022-09-16
LOAN-001019,CUST-000690,"$4,300.93",EDUCATION,10.45,24,B,0.2226,Late (16-30 days),2022-10-03
LOAN-001020,CUST-000690,"$5,251.95",DEBTCONSOLIDATION,13.39,12,C,0.4089,Fully Paid,2022-11-07
LOAN-001021,CUST-000691,"$30,680.20",PERSONAL,13.85,12,C,0.4681,Late (31-120 days),2022-08-17
LOAN-001022,CUST-000691,"$25,523.38",HOMEIMPROVEMENT,16.97,36,D,0.2675,Fully Paid,2022-09-14
LOAN-001023,CUST-000692,"$34,605.09",EDUCATION,15.23,48,D,0.1905,Late (31-120 days),2022-12-24
LOAN-001024,CUST-000693,"$5,247.73",DEBTCONSOLIDATION,12.82,48,C,0.1759,Fully Paid,2023-01-25
LOAN-001025,CUST-000693,"$3,124.69",EDUCATION,15.65,48,D,0.1965,Late (16-30 days),2022-12-13
LOAN-001026,CUST-000694,"$9,795.51",PERSONAL,10.60,24,B,0.3096,Fully Paid,2022-08-03
LOAN-001027,CUST-000695,"$7,141.55",MEDICAL,12.22,24,C,0.2394,Late (16-30 days),2022-04-10
LOAN-001028,CUST-000695,"$15,694.63",VENTURE,12.09,36,C,0.2906,Current,2022-06-05
LOAN-001029,CUST-000696,"$3,645.23",DEBTCONSOLIDATION,13.77,12,C,0.3513,Fully Paid,2022-07-12
LOAN-001030,CUST-000697,"$9,886.28",DEBTCONSOLIDATION,12.09,24,C,0.3293,Fully Paid,2022-11-04
LOAN-001031,CUST-000698,"$9,561.55",EDUCATION,12.30,12,C,0.3988,Current,2023-01-21
LOAN-001032,CUST-000698,"$5,318.86",VENTURE,13.86,36,C,0.1899,Fully Paid,2023-02-14
LOAN-001033,CUST-000699,"$17,068.12",EDUCATION,11.95,12,C,0.5765,Current,2022-08-03
LOAN-001034,CUST-000700,"$26,478.30",EDUCATION,10.72,60,B,0.1655,Current,2022-04-23
LOAN-001035,CUST-000701,"$5,345.56",PERSONAL,11.90,36,C,0.2394,Fully Paid,2023-01-31
LOAN-001036,CUST-000702,"$9,649.63",EDUCATION,12.96,60,C,0.0924,Fully Paid,2022-03-31
LOAN-001037,CUST-000703,"$6,755.36",DEBTCONSOLIDATION,10.66,12,B,0.3236,Current,2022-08-27
LOAN-001038,CUST-000704,"$28,162.65",VENTURE,10.49,36,B,0.2889,Fully Paid,2022-11-29
LOAN-001039,CUST-000704,"$8,408.01",MEDICAL,9.67,24,B,0.1395,Current,2022-10-28
LOAN-001040,CUST-000705,"$13,584.12",VENTURE,12.23,24,C,0.2829,Fully Paid,2022-09-19
LOAN-001041,CUST-000705,"$17,373.07",MEDICAL,9.99,48,B,0.2505,Fully Paid,2022-08-08
LOAN-001042,CUST-000706,"$6,817.44",DEBTCONSOLIDATION,13.55,60,C,0.0926,Fully Paid,2022-06-03
LOAN-001043,CUST-000707,"$3,874.88",VENTURE,13.15,36,C,0.1048,Current,2022-07-09
LOAN-001044,CUST-000708,"$8,562.40",DEBTCONSOLIDATION,7.55,24,A,0.3592,Fully Paid,2023-01-12
LOAN-001045,CUST-000708,"$7,223.90",VENTURE,8.35,24,A,0.1968,Fully Paid,2023-01-20
LOAN-001046,CUST-000709,"$8,768.22",DEBTCONSOLIDATION,10.82,60,B,0.1463,Late (16-30 days),2022-09-03
LOAN-001047,CUST-000709,"$9,893.72",EDUCATION,9.13,36,B,0.1946,Late (16-30 days),2022-08-26
LOAN-001048,CUST-000710,"$8,173.77",VENTURE,13.35,60,C,0.1142,Fully Paid,2022-12-28
LOAN-001049,CUST-000711,"$21,329.50",VENTURE,12.45,36,C,0.1536,Late (31-120 days),2022-01-26
LOAN-001050,CUST-000711,"$20,409.53",DEBTCONSOLIDATION,14.05,24,C,0.3622,Late (31-120 days),2022-02-05
LOAN-001051,CUST-000712,"$20,190.10",HOMEIMPROVEMENT,10.80,48,B,0.1644,Fully Paid,2022-12-21
LOAN-001052,CUST-000713,"$5,461.77",MEDICAL,16.69,24,D,0.2997,Current,2022-03-09
LOAN-001053,CUST-000713,"$4,085.52",MEDICAL,17.76,36,E,0.1396,Fully Paid,2022-03-17
LOAN-001054,CUST-000714,"$9,094.28",PERSONAL,8.83,12,B,0.5633,Current,2022-04-30
LOAN-001055,CUST-000714,"$9,752.53",MEDICAL,10.08,60,B,0.1725,Late (16-30 days),2022-04-18
LOAN-001056,CUST-000715,"$3,410.73",PERSONAL,14.95,24,D,0.2400,Late (16-30 days),2022-11-28
LOAN-001057,CUST-000715,"$12,123.58",EDUCATION,13.64,12,C,0.3968,Fully Paid,2022-11-14
LOAN-001058,CUST-000716,"$31,662.34",VENTURE,9.90,12,B,0.4534,Fully Paid,2022-10-24
LOAN-001059,CUST-000717,"$11,852.33",EDUCATION,11.58,48,C,0.2545,Current,2022-06-01
LOAN-001060,CUST-000717,"$3,874.37",DEBTCONSOLIDATION,11.17,24,B,0.2931,Current,2022-06-29
LOAN-001061,CUST-000718,"$4,371.70",PERSONAL,15.02,36,D,0.2524,Fully Paid,2022-03-30
LOAN-001062,CUST-000719,"$20,239.48",PERSONAL,12.00,48,C,0.1731,Current,2022-04-08
LOAN-001063,CUST-000719,"$9,943.37",PERSONAL,11.40,60,B,0.2057,Late (16-30 days),2022-07-07
LOAN-001064,CUST-000720,"$3,465.87",EDUCATION,17.33,24,D,0.2962,Current,2022-09-01
LOAN-001065,CUST-000721,"$12,459.43",EDUCATION,12.25,60,C,0.1468,Current,2023-03-11
LOAN-001066,CUST-000722,"$8,375.28",MEDICAL,12.90,48,C,0.2564,Fully Paid,2022-07-11
LOAN-001067,CUST-000723,"$11,744.85",PERSONAL,9.86,60,B,0.2181,Current,2023-02-11
LOAN-001068,CUST-000723,"$7,223.24",VENTURE,11.18,12,B,0.3208,Fully Paid,2023-03-25
LOAN-001069,CUST-000724,"$2,242.81",VENTURE,11.05,36,B,0.1916,Fully Paid,2022-11-18
LOAN-001070,CUST-000724,"$7,290.39",MEDICAL,14.29,60,C,0.1039,Fully Paid,2023-01-18
LOAN-001071,CUST-000725,"$21,829.69",DEBTCONSOLIDATION,15.74,48,D,0.2987,Late (16-30 days),2023-02-06
LOAN-001072,CUST-000726,"$8,180.35",VENTURE,12.96,60,C,0.1301,Current,2022-09-22
LOAN-001073,CUST-000727,"$4,728.54",EDUCATION,13.22,60,C,0.1289,Fully Paid,2022-05-30
LOAN-001074,CUST-000728,"$17,109.26",MEDICAL,8.49,12,A,0.2490,Fully Paid,2022-09-01
LOAN-001075,CUST-000729,"$8,117.10",EDUCATION,13.66,36,C,0.1283,Current,2022-02-14
LOAN-001076,CUST-000730,"$22,624.35",DEBTCONSOLIDATION,15.27,48,D,0.2035,Late (31-120 days),2023-04-08
LOAN-001077,CUST-000731,"$20,480.07",VENTURE,6.96,36,A,0.3568,Fully Paid,2022-04-05
LOAN-001078,CUST-000731,"$8,981.69",EDUCATION,9.47,48,B,0.1950,Fully Paid,2022-04-21
LOAN-001079,CUST-000732,"$20,743.86",PERSONAL,9.02,60,B,0.1298,Fully Paid,2023-01-16
LOAN-001080,CUST-000733,"$3,066.46",VENTURE,8.50,60,B,0.1976,Current,2022-04-03
LOAN-001081,CUST-000734,"$12,533.47",VENTURE,10.51,60,B,0.1574,Fully Paid,2022-02-18
LOAN-001082,CUST-000735,"$19,006.46",EDUCATION,12.91,24,C,0.2594,Fully Paid,2023-03-05
LOAN-001083,CUST-000735,"$22,708.99",MEDICAL,11.91,12,C,0.5364,Fully Paid,2023-02-19
LOAN-001084,CUST-000736,"$17,568.22",VENTURE,11.45,60,B,0.1111,Fully Paid,2022-09-02
LOAN-001085,CUST-000736,"$24,247.17",DEBTCONSOLIDATION,8.98,60,B,0.1972,Fully Paid,2022-08-05
LOAN-001086,CUST-000737,"$10,530.16",EDUCATION,11.29,36,B,0.2595,Fully Paid,2022-12-07
LOAN-001087,CUST-000738,"$9,280.99",HOMEIMPROVEMENT,13.52,24,C,0.2859,Late (31-120 days),2022-04-07
LOAN-001088,CUST-000739,"$12,281.77",HOMEIMPROVEMENT,11.27,24,B,0.2709,Fully Paid,2022-10-17
LOAN-001089,CUST-000740,"$4,888.04",MEDICAL,12.86,60,C,0.2390,Fully Paid,2022-05-05
LOAN-001090,CUST-000741,"$2,885.35",DEBTCONSOLIDATION,9.98,12,B,0.2875,Current,2022-06-04
LOAN-001091,CUST-000741,"$10,250.34",DEBTCONSOLIDATION,9.32,60,B,0.1965,Fully Paid,2022-06-07
LOAN-001092,CUST-000742,"$4,855.96",PERSONAL,8.49,12,A,0.2702,Fully Paid,2022-11-26
LOAN-001093,CUST-000742,"$3,320.49",HOMEIMPROVEMENT,9.05,24,B,0.1590,Current,2022-11-04
LOAN-001094,CUST-000743,"$7,081.77",VENTURE,14.00,60,C,0.1273,Current,2022-04-22
LOAN-001095,CUST-000743,"$17,414.64",EDUCATION,16.07,60,D,0.2051,Current,2022-04-04
LOAN-001096,CUST-000744,"$2,080.40",MEDICAL,17.70,36,E,0.1393,Fully Paid,2022-05-24
LOAN-001097,CUST-000744,"$11,154.41",VENTURE,13.78,60,C,0.1853,Fully Paid,2022-06-05
LOAN-001098,CUST-000745,"$8,678.17",EDUCATION,11.45,24,B,0.2454,Fully Paid,2022-04-05
LOAN-001099,CUST-000745,"$9,302.60",HOMEIMPROVEMENT,11.23,60,B,0.2163,Fully Paid,2022-05-02
LOAN-001100,CUST-000746,"$7,788.49",EDUCATION,12.76,36,C,0.2093,Current,2022-06-20
LOAN-001101,CUST-000747,"$9,698.97",EDUCATION,10.31,60,B,0.2007,Current,2022-07-03
LOAN-001102,CUST-000748,"$6,169.05",HOMEIMPROVEMENT,12.11,48,C,0.2350,Late (16-30 days),2022-09-05
LOAN-001103,CUST-000749,"$11,537.28",HOMEIMPROVEMENT,9.54,48,B,0.3186,Fully Paid,2022-11-11
LOAN-001104,CUST-000750,"$2,710.27",DEBTCONSOLIDATION,14.33,36,C,0.2074,Current,2022-09-20
LOAN-001105,CUST-000751,"$11,977.96",PERSONAL,14.72,24,D,0.3206,Current,2022-04-26
LOAN-001106,CUST-000752,"$12,004.51",HOMEIMPROVEMENT,16.05,12,D,0.3664,Fully Paid,2022-05-11
LOAN-001107,CUST-000753,"$15,450.84",PERSONAL,8.16,36,A,0.2078,Late (16-30 days),2022-05-25
LOAN-001108,CUST-000754,"$2,375.27",VENTURE,13.05,60,C,0.1253,Fully Paid,2022-06-01
LOAN-001109,CUST-000755,"$12,983.26",PERSONAL,14.65,36,D,0.3120,Charged Off / Default,2023-01-04
LOAN-001110,CUST-000756,"$18,726.38",PERSONAL,13.61,24,C,0.3830,Fully Paid,2023-04-26
LOAN-001111,CUST-000757,"$10,835.41",MEDICAL,13.80,48,C,0.2238,Fully Paid,2022-08-06
LOAN-001112,CUST-000758,"$6,972.51",DEBTCONSOLIDATION,13.87,12,C,0.3997,Current,2023-03-05
LOAN-001113,CUST-000759,"$8,135.78",VENTURE,13.02,36,C,0.3020,Late (16-30 days),2023-03-30
LOAN-001114,CUST-000759,"$11,577.80",PERSONAL,11.63,36,C,0.1745,Fully Paid,2023-02-05
LOAN-001115,CUST-000760,"$10,423.63",HOMEIMPROVEMENT,16.85,24,D,0.2580,Late (31-120 days),2022-08-09
LOAN-001116,CUST-000760,"$10,109.17",MEDICAL,15.05,24,D,0.3143,Current,2022-10-13
LOAN-001117,CUST-000761,"$6,483.32",MEDICAL,6.28,12,A,0.2769,Fully Paid,2022-11-19
LOAN-001118,CUST-000762,"$19,934.72",VENTURE,9.58,48,B,0.3164,Fully Paid,2023-03-09
LOAN-001119,CUST-000762,"$3,675.74",VENTURE,10.81,36,B,0.1700,Current,2023-02-04
LOAN-001120,CUST-000763,"$11,079.65",VENTURE,16.30,48,D,0.2971,Late (31-120 days),2022-07-16
LOAN-001121,CUST-000763,"$8,143.93",EDUCATION,16.18,24,D,0.1546,Current,2022-10-09
LOAN-001122,CUST-000764,"$20,615.64",VENTURE,13.72,12,C,0.4719,Current,2023-01-13
LOAN-001123,CUST-000764,"$22,430.39",EDUCATION,11.96,48,C,0.2234,Late (16-30 days),2022-12-28
LOAN-001124,CUST-000765,"$24,296.75",VENTURE,10.43,48,B,0.3314,Current,2022-08-18
LOAN-001125,CUST-000766,"$6,417.35",EDUCATION,12.22,12,C,0.2118,Current,2022-11-22
LOAN-001126,CUST-000767,"$7,721.87",DEBTCONSOLIDATION,11.87,48,C,0.2200,Fully Paid,2022-07-05
LOAN-001127,CUST-000767,"$2,008.50",VENTURE,12.05,48,C,0.2542,Fully Paid,2022-08-20
LOAN-001128,CUST-000768,"$7,296.36",HOMEIMPROVEMENT,9.18,24,B,0.3597,Current,2022-05-07
LOAN-001129,CUST-000769,"$13,568.12",DEBTCONSOLIDATION,13.82,60,C,0.2547,Fully Paid,2022-07-17
LOAN-001130,CUST-000770,"$23,498.14",DEBTCONSOLIDATION,12.87,48,C,0.2018,Fully Paid,2022-10-30
LOAN-001131,CUST-000771,"$2,398.77",EDUCATION,10.49,36,B,0.1102,Fully Paid,2022-09-07
LOAN-001132,CUST-000772,"$12,986.08",VENTURE,7.53,48,A,0.2819,Current,2022-09-22
LOAN-001133,CUST-000772,"$22,616.27",PERSONAL,10.22,60,B,0.3155,Fully Paid,2022-09-18
LOAN-001134,CUST-000773,"$8,533.11",PERSONAL,13.14,48,C,0.1047,Current,2022-06-16
LOAN-001135,CUST-000774,"$12,667.60",DEBTCONSOLIDATION,14.60,60,D,0.1507,Late (31-120 days),2022-08-28
LOAN-001136,CUST-000775,"$4,747.28",HOMEIMPROVEMENT,9.23,60,B,0.0985,Fully Paid,2022-06-15
LOAN-001137,CUST-000776,"$8,809.43",DEBTCONSOLIDATION,14.35,36,C,0.3126,Current,2022-09-30
LOAN-001138,CUST-000777,"$32,985.53",VENTURE,12.52,24,C,0.2828,Fully Paid,2022-05-04
LOAN-001139,CUST-000777,"$27,325.76",MEDICAL,7.96,24,A,0.2716,Fully Paid,2022-02-05
LOAN-001140,CUST-000778,"$6,336.90",PERSONAL,8.16,24,A,0.2561,Current,2022-03-28
LOAN-001141,CUST-000779,"$24,017.40",VENTURE,12.01,60,C,0.1537,Current,2022-05-10
LOAN-001142,CUST-000779,"$15,020.42",DEBTCONSOLIDATION,13.32,12,C,0.3984,Current,2022-04-21
LOAN-001143,CUST-000780,"$13,867.36",MEDICAL,8.47,48,A,0.3330,Current,2022-07-06
LOAN-001144,CUST-000781,"$8,134.16",VENTURE,12.61,36,C,0.1660,Current,2023-01-11
LOAN-001145,CUST-000782,"$3,414.76",VENTURE,12.31,24,C,0.2950,Fully Paid,2023-03-13
LOAN-001146,CUST-000782,"$10,308.73",MEDICAL,13.86,48,C,0.2560,Fully Paid,2023-01-13
LOAN-001147,CUST-000783,"$2,475.75",MEDICAL,15.14,60,D,0.1039,Fully Paid,2023-03-24
LOAN-001148,CUST-000783,"$14,532.65",MEDICAL,13.94,48,C,0.2314,Current,2023-02-20
LOAN-001149,CUST-000784,"$16,481.87",DEBTCONSOLIDATION,15.26,48,D,0.1117,Fully Paid,2022-05-28
LOAN-001150,CUST-000785,"$3,642.48",PERSONAL,7.86,12,A,0.3188,Current,2022-10-31
LOAN-001151,CUST-000786,"$9,810.21",HOMEIMPROVEMENT,14.83,48,D,0.1292,Charged Off / Default,2022-11-13
LOAN-001152,CUST-000787,"$2,691.45",PERSONAL,14.23,36,C,0.1503,Current,2022-10-26
LOAN-001153,CUST-000788,"$4,061.67",HOMEIMPROVEMENT,8.80,12,B,0.2810,Fully Paid,2022-06-11
LOAN-001154,CUST-000788,"$21,976.04",EDUCATION,11.03,24,B,0.3985,Current,2022-05-27
LOAN-001155,CUST-000789,"$8,446.31",DEBTCONSOLIDATION,13.28,48,C,0.2870,Fully Paid,2023-02-19
LOAN-001156,CUST-000790,"$11,471.71",DEBTCONSOLIDATION,11.61,36,C,0.1568,Fully Paid,2022-07-29
LOAN-001157,CUST-000790,"$15,818.40",EDUCATION,11.21,24,B,0.4549,Current,2022-06-27
LOAN-001158,CUST-000791,"$2,146.49",MEDICAL,15.09,36,D,0.1904,Late (31-120 days),2022-04-11
LOAN-001159,CUST-000792,"$5,012.29",HOMEIMPROVEMENT,9.86,36,B,0.2552,Late (16-30 days),2022-07-07
LOAN-001160,CUST-000793,"$6,347.44",VENTURE,12.20,60,C,0.2748,Fully Paid,2022-04-14
LOAN-001161,CUST-000794,"$3,663.14",HOMEIMPROVEMENT,13.26,24,C,0.2860,Late (16-30 days),2023-04-02
LOAN-001162,CUST-000795,"$16,975.52",HOMEIMPROVEMENT,8.34,24,A,0.3144,Late (16-30 days),2022-12-09
LOAN-001163,CUST-000795,"$18,641.40",PERSONAL,6.55,36,A,0.2267,Fully Paid,2022-10-15
LOAN-001164,CUST-000796,"$3,963.48",DEBTCONSOLIDATION,14.28,24,C,0.2538,Current,2022-07-17
LOAN-001165,CUST-000797,"$17,576.92",PERSONAL,6.39,24,A,0.1379,Fully Paid,2022-01-17
LOAN-001166,CUST-000797,"$2,678.68",MEDICAL,8.36,24,A,0.2461,Fully Paid,2022-01-16
LOAN-001167,CUST-000798,"$21,161.76",DEBTCONSOLIDATION,11.70,36,C,0.1821,Current,2022-07-08
LOAN-001168,CUST-000799,"$3,257.54",DEBTCONSOLIDATION,15.26,48,D,0.1563,Late (31-120 days),2022-09-26
LOAN-001169,CUST-000800,"$11,212.59",DEBTCONSOLIDATION,13.76,48,C,0.2814,Fully Paid,2022-07-25
LOAN-001170,CUST-000800,"$10,803.09",EDUCATION,13.83,48,C,0.1566,Fully Paid,2022-08-10
LOAN-001171,CUST-000801,"$20,838.10",PERSONAL,16.42,60,D,0.3211,Fully Paid,2022-06-28
LOAN-001172,CUST-000802,"$4,846.92",DEBTCONSOLIDATION,11.22,60,B,0.1611,Current,2022-09-14
LOAN-001173,CUST-000803,"$13,890.48",EDUCATION,10.72,36,B,0.2268,Fully Paid,2022-07-23
LOAN-001174,CUST-000803,"$5,491.67",DEBTCONSOLIDATION,10.28,36,B,0.2444,Fully Paid,2022-08-13
LOAN-001175,CUST-000804,"$4,540.22",MEDICAL,9.84,12,B,0.1859,Fully Paid,2022-10-02
LOAN-001176,CUST-000805,"$7,364.68",DEBTCONSOLIDATION,14.40,48,C,0.1591,Current,2022-10-31
LOAN-001177,CUST-000806,"$11,550.17",HOMEIMPROVEMENT,9.74,60,B,0.1284,Current,2022-04-21
LOAN-001178,CUST-000806,"$5,905.91",VENTURE,10.47,36,B,0.2827,Fully Paid,2022-05-19
LOAN-001179,CUST-000807,"$12,240.41",DEBTCONSOLIDATION,16.51,36,D,0.2470,Current,2022-11-23
LOAN-001180,CUST-000807,"$5,334.99",HOMEIMPROVEMENT,10.79,60,B,0.2724,Late (31-120 days),2022-11-06
LOAN-001181,CUST-000808,"$2,737.37",EDUCATION,12.20,60,C,0.2745,Current,2023-01-15
LOAN-001182,CUST-000809,"$9,302.56",PERSONAL,15.30,12,D,0.2889,Fully Paid,2022-09-14
LOAN-001183,CUST-000809,"$10,309.04",HOMEIMPROVEMENT,13.72,12,C,0.3649,Fully Paid,2022-08-31
LOAN-001184,CUST-000810,"$2,063.39",VENTURE,18.45,24,E,0.1407,Charged Off / Default,2022-06-13
LOAN-001185,CUST-000810,"$4,909.02",VENTURE,16.84,60,D,0.1274,Charged Off / Default,2022-04-26
LOAN-001186,CUST-000811,"$26,237.16",MEDICAL,8.16,48,A,0.1423,Current,2022-09-16
LOAN-001187,CUST-000811,"$21,878.54",EDUCATION,9.47,12,B,0.4282,Fully Paid,2022-06-16
LOAN-001188,CUST-000812,"$7,922.14",PERSONAL,14.58,24,D,0.1620,Late (16-30 days),2022-12-05
LOAN-001189,CUST-000813,"$7,620.07",HOMEIMPROVEMENT,12.94,60,C,0.2375,Fully Paid,2022-11-06
LOAN-001190,CUST-000814,"$23,390.17",MEDICAL,10.46,24,B,0.2132,Fully Paid,2022-07-08
LOAN-001191,CUST-000814,"$13,892.84",HOMEIMPROVEMENT,9.93,36,B,0.2126,Late (16-30 days),2022-08-11
LOAN-001192,CUST-000815,"$4,734.33",PERSONAL,8.10,12,A,0.4403,Current,2023-02-25
LOAN-001193,CUST-000816,"$11,487.54",HOMEIMPROVEMENT,9.48,48,B,0.3309,Fully Paid,2022-10-19
LOAN-001194,CUST-000817,"$9,261.03",PERSONAL,12.59,24,C,0.3618,Late (16-30 days),2022-03-02
LOAN-001195,CUST-000818,"$18,324.13",EDUCATION,13.01,12,C,0.5117,Current,2023-03-13
